summary_id,  period_no, event_id, mean, standard_deviation, exposure_value, occ_year, occ_month, occ_day
20, 7588 ,93, 9374.69, 35728.11, 575000.00, 7588, 1, 1
1, 6978 ,119, 4989.38, 7540.68, 62000.00, 6978, 1, 1
2, 6978 ,119, 18.31, 166.58, 66020.00, 6978, 1, 1
3, 6978 ,119, 15854.96, 13980.80, 415543.94, 6978, 1, 1
4, 6978 ,119, 8192.12, 10263.63, 138156.72, 6978, 1, 1
5, 6978 ,119, 7477.21, 13824.04, 219837.00, 6978, 1, 1
6, 6978 ,119, 1691.12, 3026.44, 26947.97, 6978, 1, 1
7, 6978 ,119, 3233.07, 5227.07, 87186.00, 6978, 1, 1
8, 6978 ,119, 2520.86, 4454.39, 36000.00, 6978, 1, 1
9, 6978 ,119, 11998.09, 15391.02, 180684.00, 6978, 1, 1
10, 6978 ,119, 13310.93, 15097.72, 171182.41, 6978, 1, 1
11, 6978 ,119, 9047.25, 17551.45, 137875.00, 6978, 1, 1
12, 6978 ,119, 567.53, 2785.48, 349701.97, 6978, 1, 1
13, 6978 ,119, 334.93, 1498.47, 159591.42, 6978, 1, 1
17, 6978 ,119, 107.41, 758.34, 174428.61, 6978, 1, 1
19, 6978 ,119, 203.65, 707.31, 7500.00, 6978, 1, 1
20, 6978 ,119, 15072.39, 49042.47, 575000.00, 6978, 1, 1
3, 6882 ,125, 3555.31, 6416.43, 415543.94, 6882, 1, 1
4, 6882 ,125, 1091.29, 3404.66, 138156.72, 6882, 1, 1
5, 6882 ,125, 1570.71, 5581.90, 219837.00, 6882, 1, 1
19, 6882 ,125, 70.74, 377.11, 7500.00, 6882, 1, 1
20, 6882 ,125, 4353.65, 26313.26, 575000.00, 6882, 1, 1
2, 6537 ,138, 2322.90, 5638.96, 66020.00, 6537, 1, 1
12, 6537 ,138, 8558.69, 14262.41, 349701.97, 6537, 1, 1
13, 6537 ,138, 5964.85, 7174.22, 159591.42, 6537, 1, 1
14, 6537 ,138, 2578.07, 8794.46, 236585.00, 6537, 1, 1
15, 6537 ,138, 6854.02, 13387.90, 476871.03, 6537, 1, 1
16, 6537 ,138, 7511.14, 17207.19, 352756.00, 6537, 1, 1
17, 6537 ,138, 3682.50, 7208.65, 174428.61, 6537, 1, 1
18, 6537 ,138, 21223.54, 33389.19, 929730.00, 6537, 1, 1
3, 6499 ,139, 17.33, 173.26, 415543.94, 6499, 1, 1
19, 6499 ,139, 20.24, 169.19, 7500.00, 6499, 1, 1
20, 6499 ,139, 6517.42, 29867.24, 575000.00, 6499, 1, 1
1, 6014 ,153, 1545.22, 4244.92, 62000.00, 6014, 1, 1
6, 6014 ,153, 540.96, 1759.46, 26947.97, 6014, 1, 1
7, 6014 ,153, 1314.43, 2838.30, 87186.00, 6014, 1, 1
8, 6014 ,153, 753.05, 2387.87, 36000.00, 6014, 1, 1
19, 6014 ,153, 94.24, 449.91, 7500.00, 6014, 1, 1
20, 6014 ,153, 2510.65, 25106.49, 575000.00, 6014, 1, 1
18, 5683 ,163, 165.85, 1658.50, 929730.00, 5683, 1, 1
3, 5619 ,165, 9769.13, 11899.05, 415543.94, 5619, 1, 1
4, 5619 ,165, 3187.03, 6487.08, 138156.72, 5619, 1, 1
5, 5619 ,165, 5885.67, 11483.84, 219837.00, 5619, 1, 1
6, 5619 ,165, 89.66, 533.12, 26947.97, 5619, 1, 1
7, 5619 ,165, 255.23, 987.49, 87186.00, 5619, 1, 1
8, 5619 ,165, 134.62, 778.13, 36000.00, 5619, 1, 1
19, 5619 ,165, 155.17, 541.08, 7500.00, 5619, 1, 1
20, 5619 ,165, 4044.49, 20461.14, 575000.00, 5619, 1, 1
2, 5189 ,179, 108.12, 1067.79, 66020.00, 5189, 1, 1
12, 5189 ,179, 120.11, 716.47, 349701.97, 5189, 1, 1
13, 5189 ,179, 58.59, 416.22, 159591.42, 5189, 1, 1
2, 4518 ,198, 142.50, 1097.18, 66020.00, 4518, 1, 1
12, 4518 ,198, 270.18, 1257.45, 349701.97, 4518, 1, 1
13, 4518 ,198, 143.99, 866.46, 159591.42, 4518, 1, 1
14, 4518 ,198, 75.60, 542.29, 236585.00, 4518, 1, 1
15, 4518 ,198, 108.22, 1082.16, 476871.03, 4518, 1, 1
16, 4518 ,198, 232.55, 1323.73, 352756.00, 4518, 1, 1
17, 4518 ,198, 49.96, 499.56, 174428.61, 4518, 1, 1
2, 3821 ,217, 2040.56, 5856.34, 66020.00, 3821, 1, 1
12, 3821 ,217, 7199.66, 12358.06, 349701.97, 3821, 1, 1
13, 3821 ,217, 3313.08, 6573.35, 159591.42, 3821, 1, 1
14, 3821 ,217, 2117.41, 8083.05, 236585.00, 3821, 1, 1
15, 3821 ,217, 5687.67, 15604.54, 476871.03, 3821, 1, 1
16, 3821 ,217, 6897.55, 14915.83, 352756.00, 3821, 1, 1
17, 3821 ,217, 3718.69, 7624.23, 174428.61, 3821, 1, 1
18, 3821 ,217, 24020.30, 35181.26, 929730.00, 3821, 1, 1
19, 3821 ,217, 31.58, 243.86, 7500.00, 3821, 1, 1
1, 2915 ,240, 2417.56, 5644.95, 62000.00, 2915, 1, 1
2, 2915 ,240, 301.09, 1884.25, 66020.00, 2915, 1, 1
3, 2915 ,240, 16929.95, 15374.72, 415543.94, 2915, 1, 1
4, 2915 ,240, 6439.04, 9513.95, 138156.72, 2915, 1, 1
5, 2915 ,240, 8947.42, 15024.05, 219837.00, 2915, 1, 1
6, 2915 ,240, 1491.64, 3123.63, 26947.97, 2915, 1, 1
7, 2915 ,240, 2802.42, 4395.06, 87186.00, 2915, 1, 1
8, 2915 ,240, 1919.67, 4210.49, 36000.00, 2915, 1, 1
9, 2915 ,240, 8902.94, 11987.61, 180684.00, 2915, 1, 1
10, 2915 ,240, 6580.49, 11072.57, 171182.41, 2915, 1, 1
11, 2915 ,240, 8239.98, 13736.44, 137875.00, 2915, 1, 1
12, 2915 ,240, 1575.25, 5000.06, 349701.97, 2915, 1, 1
13, 2915 ,240, 376.43, 1876.85, 159591.42, 2915, 1, 1
14, 2915 ,240, 233.79, 2054.46, 236585.00, 2915, 1, 1
15, 2915 ,240, 540.47, 4613.00, 476871.03, 2915, 1, 1
16, 2915 ,240, 370.77, 1743.81, 352756.00, 2915, 1, 1
17, 2915 ,240, 6.99, 69.93, 174428.61, 2915, 1, 1
19, 2915 ,240, 236.62, 779.91, 7500.00, 2915, 1, 1
20, 2915 ,240, 16589.00, 55636.96, 575000.00, 2915, 1, 1
2, 2303 ,262, 4080.81, 8539.30, 66020.00, 2303, 1, 1
12, 2303 ,262, 13498.26, 20583.67, 349701.97, 2303, 1, 1
13, 2303 ,262, 4467.84, 6654.62, 159591.42, 2303, 1, 1
14, 2303 ,262, 3097.44, 8820.37, 236585.00, 2303, 1, 1
15, 2303 ,262, 5368.38, 15628.74, 476871.03, 2303, 1, 1
16, 2303 ,262, 7538.46, 14193.58, 352756.00, 2303, 1, 1
17, 2303 ,262, 3923.83, 7831.20, 174428.61, 2303, 1, 1
18, 2303 ,262, 25812.56, 38872.76, 929730.00, 2303, 1, 1
2, 2048 ,270, 862.31, 3289.41, 66020.00, 2048, 1, 1
12, 2048 ,270, 3782.34, 8605.11, 349701.97, 2048, 1, 1
13, 2048 ,270, 1178.60, 3755.76, 159591.42, 2048, 1, 1
14, 2048 ,270, 554.57, 4436.45, 236585.00, 2048, 1, 1
15, 2048 ,270, 765.59, 4431.48, 476871.03, 2048, 1, 1
16, 2048 ,270, 943.57, 5136.00, 352756.00, 2048, 1, 1
17, 2048 ,270, 444.22, 2142.31, 174428.61, 2048, 1, 1
1, 1702 ,283, 6212.82, 9019.48, 62000.00, 1702, 1, 1
2, 1702 ,283, 5589.92, 10369.49, 66020.00, 1702, 1, 1
6, 1702 ,283, 1389.23, 2964.09, 26947.97, 1702, 1, 1
7, 1702 ,283, 3899.80, 5411.00, 87186.00, 1702, 1, 1
8, 1702 ,283, 2295.36, 4119.97, 36000.00, 1702, 1, 1
12, 1702 ,283, 10915.90, 13158.17, 349701.97, 1702, 1, 1
13, 1702 ,283, 4090.90, 6609.10, 159591.42, 1702, 1, 1
14, 1702 ,283, 2289.10, 7544.63, 236585.00, 1702, 1, 1
15, 1702 ,283, 6078.10, 19609.27, 476871.03, 1702, 1, 1
16, 1702 ,283, 6297.91, 13887.42, 352756.00, 1702, 1, 1
17, 1702 ,283, 3112.41, 6562.06, 174428.61, 1702, 1, 1
1, 1664 ,284, 314.33, 1555.23, 62000.00, 1664, 1, 1
6, 1664 ,284, 35.55, 293.35, 26947.97, 1664, 1, 1
8, 1664 ,284, 26.55, 265.45, 36000.00, 1664, 1, 1
9, 1664 ,284, 2010.53, 4934.21, 180684.00, 1664, 1, 1
10, 1664 ,284, 3819.08, 7389.74, 171182.41, 1664, 1, 1
11, 1664 ,284, 3222.28, 9410.86, 137875.00, 1664, 1, 1
1, 650 ,316, 9101.31, 12912.15, 62000.00, 650, 1, 1
2, 650 ,316, 4421.20, 8552.78, 66020.00, 650, 1, 1
3, 650 ,316, 18125.04, 18074.43, 415543.94, 650, 1, 1
4, 650 ,316, 4845.44, 8002.84, 138156.72, 650, 1, 1
5, 650 ,316, 9817.33, 15901.03, 219837.00, 650, 1, 1
6, 650 ,316, 2141.26, 3704.80, 26947.97, 650, 1, 1
7, 650 ,316, 4145.58, 4842.50, 87186.00, 650, 1, 1
8, 650 ,316, 1641.30, 3573.43, 36000.00, 650, 1, 1
9, 650 ,316, 14877.26, 17411.84, 180684.00, 650, 1, 1
10, 650 ,316, 12176.16, 15579.46, 171182.41, 650, 1, 1
11, 650 ,316, 8241.74, 15968.20, 137875.00, 650, 1, 1
12, 650 ,316, 11304.67, 15717.95, 349701.97, 650, 1, 1
13, 650 ,316, 5986.20, 7098.98, 159591.42, 650, 1, 1
14, 650 ,316, 1769.80, 7368.15, 236585.00, 650, 1, 1
15, 650 ,316, 8273.45, 17949.29, 476871.03, 650, 1, 1
16, 650 ,316, 10259.39, 18776.66, 352756.00, 650, 1, 1
17, 650 ,316, 4150.17, 7154.76, 174428.61, 650, 1, 1
19, 650 ,316, 238.21, 779.24, 7500.00, 650, 1, 1
20, 650 ,316, 9209.27, 41217.63, 575000.00, 650, 1, 1
2, 207 ,328, 970.95, 3596.28, 66020.00, 207, 1, 1
3, 207 ,328, 6018.10, 8099.71, 415543.94, 207, 1, 1
4, 207 ,328, 2097.61, 5418.06, 138156.72, 207, 1, 1
5, 207 ,328, 3539.72, 8272.99, 219837.00, 207, 1, 1
12, 207 ,328, 4480.30, 9792.99, 349701.97, 207, 1, 1
13, 207 ,328, 1981.54, 3717.38, 159591.42, 207, 1, 1
14, 207 ,328, 620.20, 3078.45, 236585.00, 207, 1, 1
15, 207 ,328, 2159.66, 7822.39, 476871.03, 207, 1, 1
16, 207 ,328, 2763.25, 10278.01, 352756.00, 207, 1, 1
17, 207 ,328, 554.88, 2539.89, 174428.61, 207, 1, 1
18, 207 ,328, 2429.65, 8372.60, 929730.00, 207, 1, 1
18, 8999 ,100027, 1972.87, 6812.21, 929730.00, 8999, 1, 1
2, 8093 ,100050, 3398.99, 7624.51, 66020.00, 8093, 1, 1
12, 8093 ,100050, 11780.99, 15303.77, 349701.97, 8093, 1, 1
13, 8093 ,100050, 6577.57, 8133.31, 159591.42, 8093, 1, 1
14, 8093 ,100050, 4096.42, 11681.49, 236585.00, 8093, 1, 1
15, 8093 ,100050, 5049.60, 14865.75, 476871.03, 8093, 1, 1
16, 8093 ,100050, 7180.02, 16095.96, 352756.00, 8093, 1, 1
17, 8093 ,100050, 3163.69, 7145.34, 174428.61, 8093, 1, 1
1, 7644 ,100065, 5299.63, 8344.44, 62000.00, 7644, 1, 1
3, 7644 ,100065, 18411.44, 15546.26, 415543.94, 7644, 1, 1
4, 7644 ,100065, 6863.92, 8864.32, 138156.72, 7644, 1, 1
5, 7644 ,100065, 9950.31, 14313.15, 219837.00, 7644, 1, 1
6, 7644 ,100065, 1122.72, 2668.91, 26947.97, 7644, 1, 1
7, 7644 ,100065, 4131.72, 5573.80, 87186.00, 7644, 1, 1
8, 7644 ,100065, 2038.75, 4323.16, 36000.00, 7644, 1, 1
19, 7644 ,100065, 146.57, 599.99, 7500.00, 7644, 1, 1
20, 7644 ,100065, 3068.46, 19308.06, 575000.00, 7644, 1, 1
9, 7603 ,100067, 106.64, 750.28, 180684.00, 7603, 1, 1
2, 6265 ,100110, 211.94, 1543.66, 66020.00, 6265, 1, 1
12, 6265 ,100110, 509.28, 2945.50, 349701.97, 6265, 1, 1
13, 6265 ,100110, 338.07, 1260.78, 159591.42, 6265, 1, 1
9, 5586 ,100136, 9256.84, 12221.17, 180684.00, 5586, 1, 1
10, 5586 ,100136, 4455.25, 8818.71, 171182.41, 5586, 1, 1
11, 5586 ,100136, 9563.77, 14505.29, 137875.00, 5586, 1, 1
18, 4296 ,100175, 1850.55, 6570.74, 929730.00, 4296, 1, 1
1, 3019 ,100211, 6931.85, 10734.22, 62000.00, 3019, 1, 1
2, 3019 ,100211, 3748.68, 8511.00, 66020.00, 3019, 1, 1
3, 3019 ,100211, 20249.75, 17590.93, 415543.94, 3019, 1, 1
4, 3019 ,100211, 5501.97, 10052.05, 138156.72, 3019, 1, 1
5, 3019 ,100211, 11500.65, 15184.29, 219837.00, 3019, 1, 1
6, 3019 ,100211, 2937.76, 4359.15, 26947.97, 3019, 1, 1
7, 3019 ,100211, 4551.43, 6011.85, 87186.00, 3019, 1, 1
8, 3019 ,100211, 2630.39, 5312.77, 36000.00, 3019, 1, 1
9, 3019 ,100211, 11592.37, 13495.90, 180684.00, 3019, 1, 1
10, 3019 ,100211, 9728.52, 12517.52, 171182.41, 3019, 1, 1
11, 3019 ,100211, 10585.86, 16840.00, 137875.00, 3019, 1, 1
12, 3019 ,100211, 13716.08, 17589.47, 349701.97, 3019, 1, 1
13, 3019 ,100211, 8469.84, 10509.04, 159591.42, 3019, 1, 1
14, 3019 ,100211, 6627.47, 15870.00, 236585.00, 3019, 1, 1
15, 3019 ,100211, 12262.10, 22587.94, 476871.03, 3019, 1, 1
16, 3019 ,100211, 11741.20, 19081.18, 352756.00, 3019, 1, 1
17, 3019 ,100211, 5713.21, 9046.47, 174428.61, 3019, 1, 1
18, 3019 ,100211, 31642.04, 39230.31, 929730.00, 3019, 1, 1
19, 3019 ,100211, 210.56, 683.69, 7500.00, 3019, 1, 1
20, 3019 ,100211, 5427.16, 26156.42, 575000.00, 3019, 1, 1
2, 2837 ,100221, 4014.12, 7715.70, 66020.00, 2837, 1, 1
12, 2837 ,100221, 10893.96, 13570.46, 349701.97, 2837, 1, 1
13, 2837 ,100221, 7428.17, 9407.61, 159591.42, 2837, 1, 1
14, 2837 ,100221, 1392.71, 5452.63, 236585.00, 2837, 1, 1
15, 2837 ,100221, 7364.74, 17144.21, 476871.03, 2837, 1, 1
16, 2837 ,100221, 7419.60, 15408.16, 352756.00, 2837, 1, 1
17, 2837 ,100221, 3404.14, 6788.96, 174428.61, 2837, 1, 1
18, 2837 ,100221, 26775.35, 36630.68, 929730.00, 2837, 1, 1
18, 2379 ,100228, 10518.40, 19606.90, 929730.00, 2379, 1, 1
1, 1786 ,100257, 4385.71, 7974.79, 62000.00, 1786, 1, 1
6, 1786 ,100257, 1518.50, 3140.59, 26947.97, 1786, 1, 1
7, 1786 ,100257, 3656.00, 5134.03, 87186.00, 1786, 1, 1
8, 1786 ,100257, 2044.08, 4174.74, 36000.00, 1786, 1, 1
2, 1738 ,100260, 63.22, 617.12, 66020.00, 1738, 1, 1
12, 1738 ,100260, 651.02, 3022.46, 349701.97, 1738, 1, 1
13, 1738 ,100260, 199.59, 1437.91, 159591.42, 1738, 1, 1
19, 849 ,100292, 36.07, 253.76, 7500.00, 849, 1, 1
20, 849 ,100292, 162.18, 1621.79, 575000.00, 849, 1, 1
1, 8696 ,200041, 663.74, 2472.88, 62000.00, 8696, 1, 1
6, 8696 ,200041, 39.42, 277.50, 26947.97, 8696, 1, 1
7, 8696 ,200041, 224.61, 1098.25, 87186.00, 8696, 1, 1
9, 8696 ,200041, 14392.07, 14291.55, 180684.00, 8696, 1, 1
10, 8696 ,200041, 11180.18, 14294.14, 171182.41, 8696, 1, 1
11, 8696 ,200041, 6549.22, 14530.70, 137875.00, 8696, 1, 1
2, 6902 ,200098, 1457.61, 5742.72, 66020.00, 6902, 1, 1
12, 6902 ,200098, 3065.77, 8594.56, 349701.97, 6902, 1, 1
13, 6902 ,200098, 1932.96, 4714.74, 159591.42, 6902, 1, 1
14, 6902 ,200098, 907.89, 5788.23, 236585.00, 6902, 1, 1
15, 6902 ,200098, 5060.39, 15303.51, 476871.03, 6902, 1, 1
16, 6902 ,200098, 3869.95, 10993.08, 352756.00, 6902, 1, 1
17, 6902 ,200098, 2212.61, 5195.83, 174428.61, 6902, 1, 1
18, 6902 ,200098, 23470.11, 33915.82, 929730.00, 6902, 1, 1
2, 6392 ,200122, 4478.28, 9174.83, 66020.00, 6392, 1, 1
12, 6392 ,200122, 11948.33, 18346.00, 349701.97, 6392, 1, 1
13, 6392 ,200122, 6972.77, 8432.55, 159591.42, 6392, 1, 1
14, 6392 ,200122, 2074.05, 6658.95, 236585.00, 6392, 1, 1
15, 6392 ,200122, 10185.53, 18338.55, 476871.03, 6392, 1, 1
16, 6392 ,200122, 12622.34, 19524.20, 352756.00, 6392, 1, 1
17, 6392 ,200122, 5635.83, 10639.23, 174428.61, 6392, 1, 1
18, 6392 ,200122, 16222.10, 29341.79, 929730.00, 6392, 1, 1
2, 5376 ,200158, 5078.35, 9444.01, 66020.00, 5376, 1, 1
12, 5376 ,200158, 16101.99, 18686.26, 349701.97, 5376, 1, 1
13, 5376 ,200158, 7679.30, 9210.41, 159591.42, 5376, 1, 1
14, 5376 ,200158, 2389.28, 10021.14, 236585.00, 5376, 1, 1
15, 5376 ,200158, 7992.23, 17877.59, 476871.03, 5376, 1, 1
16, 5376 ,200158, 8576.38, 16436.84, 352756.00, 5376, 1, 1
17, 5376 ,200158, 4071.94, 7476.39, 174428.61, 5376, 1, 1
18, 5376 ,200158, 21564.55, 29321.40, 929730.00, 5376, 1, 1
3, 5189 ,200162, 9513.32, 11150.61, 415543.94, 5189, 1, 1
4, 5189 ,200162, 3591.01, 7419.08, 138156.72, 5189, 1, 1
5, 5189 ,200162, 3326.49, 8824.83, 219837.00, 5189, 1, 1
18, 5189 ,200162, 511.16, 2961.60, 929730.00, 5189, 1, 1
19, 5189 ,200162, 51.46, 272.30, 7500.00, 5189, 1, 1
20, 5189 ,200162, 2136.75, 15852.17, 575000.00, 5189, 1, 1
18, 4377 ,200190, 232.75, 1660.70, 929730.00, 4377, 1, 1
3, 4218 ,200196, 608.46, 1759.76, 415543.94, 4218, 1, 1
4, 4218 ,200196, 313.97, 1364.65, 138156.72, 4218, 1, 1
5, 4218 ,200196, 278.14, 1448.85, 219837.00, 4218, 1, 1
19, 4218 ,200196, 117.82, 519.96, 7500.00, 4218, 1, 1
20, 4218 ,200196, 9029.65, 34168.75, 575000.00, 4218, 1, 1
2, 1381 ,200306, 3306.87, 8095.63, 66020.00, 1381, 1, 1
12, 1381 ,200306, 8979.05, 14079.34, 349701.97, 1381, 1, 1
13, 1381 ,200306, 5799.86, 7394.85, 159591.42, 1381, 1, 1
14, 1381 ,200306, 2204.67, 8125.19, 236585.00, 1381, 1, 1
15, 1381 ,200306, 3333.61, 13299.71, 476871.03, 1381, 1, 1
16, 1381 ,200306, 5604.89, 13303.45, 352756.00, 1381, 1, 1
17, 1381 ,200306, 3405.88, 6512.52, 174428.61, 1381, 1, 1
2, 910 ,200324, 4294.01, 8550.33, 66020.00, 910, 1, 1
12, 910 ,200324, 8889.66, 13528.35, 349701.97, 910, 1, 1
13, 910 ,200324, 5723.56, 7238.35, 159591.42, 910, 1, 1
14, 910 ,200324, 3543.55, 11099.76, 236585.00, 910, 1, 1
15, 910 ,200324, 8339.90, 18851.07, 476871.03, 910, 1, 1
16, 910 ,200324, 4643.50, 10944.58, 352756.00, 910, 1, 1
17, 910 ,200324, 4110.50, 8284.02, 174428.61, 910, 1, 1
12, 574 ,200334, 110.36, 1103.55, 349701.97, 574, 1, 1
17, 574 ,200334, 96.58, 965.79, 174428.61, 574, 1, 1
18, 398 ,200341, 2062.08, 9646.16, 929730.00, 398, 1, 1
1, 9291 ,300023, 7291.03, 10075.11, 62000.00, 9291, 1, 1
2, 9291 ,300023, 915.82, 4004.01, 66020.00, 9291, 1, 1
3, 9291 ,300023, 20878.59, 16654.17, 415543.94, 9291, 1, 1
4, 9291 ,300023, 6476.13, 10937.11, 138156.72, 9291, 1, 1
5, 9291 ,300023, 10537.69, 14911.50, 219837.00, 9291, 1, 1
6, 9291 ,300023, 1480.83, 2889.95, 26947.97, 9291, 1, 1
7, 9291 ,300023, 3819.24, 5609.67, 87186.00, 9291, 1, 1
8, 9291 ,300023, 2376.11, 4337.64, 36000.00, 9291, 1, 1
9, 9291 ,300023, 14589.49, 16928.76, 180684.00, 9291, 1, 1
10, 9291 ,300023, 13037.06, 15145.96, 171182.41, 9291, 1, 1
11, 9291 ,300023, 9592.42, 15937.39, 137875.00, 9291, 1, 1
12, 9291 ,300023, 2590.42, 7467.81, 349701.97, 9291, 1, 1
13, 9291 ,300023, 2144.57, 4238.67, 159591.42, 9291, 1, 1
14, 9291 ,300023, 531.66, 3163.09, 236585.00, 9291, 1, 1
15, 9291 ,300023, 238.60, 1554.23, 476871.03, 9291, 1, 1
16, 9291 ,300023, 169.68, 1194.84, 352756.00, 9291, 1, 1
17, 9291 ,300023, 191.90, 1024.85, 174428.61, 9291, 1, 1
18, 9291 ,300023, 19080.21, 28712.88, 929730.00, 9291, 1, 1
19, 9291 ,300023, 227.19, 735.39, 7500.00, 9291, 1, 1
20, 9291 ,300023, 14739.61, 53019.16, 575000.00, 9291, 1, 1
2, 8745 ,300033, 2218.20, 5498.98, 66020.00, 8745, 1, 1
12, 8745 ,300033, 11621.19, 18317.05, 349701.97, 8745, 1, 1
13, 8745 ,300033, 5794.53, 7858.12, 159591.42, 8745, 1, 1
14, 8745 ,300033, 2970.15, 9632.97, 236585.00, 8745, 1, 1
15, 8745 ,300033, 5235.31, 13143.93, 476871.03, 8745, 1, 1
16, 8745 ,300033, 8782.54, 16368.03, 352756.00, 8745, 1, 1
17, 8745 ,300033, 3905.98, 7592.37, 174428.61, 8745, 1, 1
18, 8745 ,300033, 17731.75, 26195.75, 929730.00, 8745, 1, 1
18, 8625 ,300037, 129.23, 1292.31, 929730.00, 8625, 1, 1
2, 8093 ,300055, 1034.86, 3744.86, 66020.00, 8093, 1, 1
12, 8093 ,300055, 6202.77, 11276.87, 349701.97, 8093, 1, 1
13, 8093 ,300055, 2561.65, 4672.15, 159591.42, 8093, 1, 1
14, 8093 ,300055, 229.81, 2298.13, 236585.00, 8093, 1, 1
15, 8093 ,300055, 2840.07, 9967.46, 476871.03, 8093, 1, 1
16, 8093 ,300055, 3270.53, 8915.24, 352756.00, 8093, 1, 1
17, 8093 ,300055, 1588.89, 4832.96, 174428.61, 8093, 1, 1
1, 7912 ,300062, 2619.22, 5906.55, 62000.00, 7912, 1, 1
3, 7912 ,300062, 8986.24, 11855.51, 415543.94, 7912, 1, 1
4, 7912 ,300062, 2963.00, 6091.84, 138156.72, 7912, 1, 1
5, 7912 ,300062, 5087.72, 11399.16, 219837.00, 7912, 1, 1
6, 7912 ,300062, 1220.22, 2729.80, 26947.97, 7912, 1, 1
7, 7912 ,300062, 2737.87, 4032.99, 87186.00, 7912, 1, 1
8, 7912 ,300062, 1212.03, 3298.38, 36000.00, 7912, 1, 1
